Date,Type,Link
2022-11-12 21:14:29,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996804474304368640
2022-11-12 20:35:37,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6997167693652983808
2022-11-12 20:35:06,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6997276178952683520
2022-11-11 11:46:53,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996786388016762880
2022-11-11 11:46:39,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996605026630549504
2022-11-10 17:56:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996397936054030336?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6996397936054030336%2C6996503815894020096%29
2022-11-10 17:49:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996515192574476288
2022-11-10 13:25:49,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996454845507358720
2022-11-10 09:55:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996403893429518337
2022-11-10 09:55:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996403893429518337?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6996403893429518337%2C6996405547520421888%29
2022-11-09 19:16:16,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996103141209354240
2022-11-09 18:11:30,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991341713789235200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6991341713789235200%2C6996154640320905216%29
2022-11-09 17:59:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996129233693523969
2022-11-09 16:45:18,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996142728736624640
2022-11-09 13:55:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996070681809457152
2022-11-09 13:55:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996095158945517569
2022-11-09 13:55:20,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995125091860656128
2022-11-09 11:26:49,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6996037289952874496
2022-11-09 10:41:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6996058890689736705%29
2022-11-09 10:38:33,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995651893871955968%29
2022-11-09 10:37:39,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995831536361050112%29
2022-11-09 10:37:18,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995850506669551616%29
2022-11-09 10:36:37,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6996052709640409088
2022-11-08 08:18:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6995642184649596928
2022-11-08 05:57:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6994259406896984064
2022-11-08 01:24:54,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995226262315147264
2022-11-07 19:46:15,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995374284470685697
2022-11-07 12:05:52,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995289120134557696%29
2022-11-07 12:05:36,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995280813122596865%29
2022-11-06 21:47:06,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995118706284486656%29
2022-11-06 21:46:44,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995127499651207168%29
2022-11-06 21:36:01,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995052851701944320
2022-11-06 21:23:04,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995108984059801600
2022-11-06 21:22:44,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995132600604323840
2022-11-06 20:22:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995107168723116032%29
2022-11-06 19:07:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995097186870956032%29
2022-11-06 18:56:24,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995091340464152576%29
2022-11-06 18:55:56,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995092486423482368%29
2022-11-06 18:55:33,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995089378276438016%29
2022-11-06 18:55:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995090756738691073%29
2022-11-06 18:24:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995087367036391424?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6995087367036391424%2C6995088448579616769%29
2022-11-05 21:10:19,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6994227107677499392?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6994227107677499392%2C6994682028038189057%29
2022-11-04 18:35:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6990687720809377793
2022-11-04 11:16:36,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6994227107677499392
2022-11-04 10:51:53,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6994031113270644736?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6994031113270644736%2C6994218672315600896%29
2022-11-02 23:55:16,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6993698930391748608
2022-11-02 23:06:53,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6993561098146734080
2022-11-02 23:06:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6993556247765487617
2022-11-02 21:25:40,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6993680139842727937
2022-11-01 16:25:48,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6993245859270299648
2022-10-28 00:20:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991341713789235200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6991341713789235200%2C6991508756282904576%29
2022-10-27 14:14:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991341713789235200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6991341713789235200%2C6991365953145982976%29
2022-10-27 14:14:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991341713789235200?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6991341713789235200%2C6991362276444266496%29
2022-10-27 10:16:16,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987031061268455424?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6987031061268455424%2C6991168446067585024%29
2022-10-27 10:16:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987031061268455424?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6987031061268455424%2C6991168226147594240%29
2022-10-24 20:41:52,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6990376701587263488
2022-10-24 09:23:42,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6990225768396034048
2022-10-23 10:18:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6989835524932820992
2022-10-23 10:12:29,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6989698694228938752
2022-10-23 10:11:17,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6989691621311172608
2022-10-22 09:07:46,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6989505320272162816
2022-10-21 10:34:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6989138878045532160
2022-10-21 06:55:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6989070219570757632
2022-10-20 05:21:00,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6988497547002556417
2022-10-19 14:19:07,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6988471599775559680
2022-10-18 22:38:29,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6988255727093977088
2022-10-18 20:47:50,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987859517673738240
2022-10-18 20:42:28,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6988221228725514240
2022-10-18 20:35:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6988174059649789952
2022-10-18 20:35:36,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987861669230075904
2022-10-18 20:35:30,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987872417331228674
2022-10-18 20:34:27,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6988060740339286017
2022-10-18 17:21:33,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987878890610286592
2022-10-18 17:21:04,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6988139822808752128
2022-10-18 01:32:29,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987920877854035968
2022-10-17 16:16:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985978187558100993
2022-10-17 15:16:33,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987687578724413441
2022-10-17 15:16:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987689348926201856
2022-10-17 15:09:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987681941600780288
2022-10-17 14:28:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6987758634013233152
2022-10-16 21:03:41,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987489499790348288
2022-10-16 21:03:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6987421073893957632
2022-10-16 17:38:08,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6987462883072749568
2022-10-16 15:20:26,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987428424285884416
2022-10-16 07:57:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6986465352385757185
2022-10-16 01:07:09,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987200481286598656
2022-10-15 23:02:40,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6985000403390095360
2022-10-15 22:35:35,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6986725369068335105?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6986725369068335105%2C6987146490741710848%29
2022-10-15 21:07:57,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6987124093569392640
2022-10-15 21:00:42,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987150663499571200
2022-10-15 20:37:20,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987031061268455424?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6987031061268455424%2C6987118009920172032%29
2022-10-15 16:58:16,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987031061268455424?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6987031061268455424%2C6987072472458121216%29
2022-10-15 16:57:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6987029284825509888
2022-10-15 14:06:14,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6987031061268455424?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6987031061268455424%2C6987032606974316544%29
2022-10-15 11:04:11,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6986647768228339713?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6986647768228339713%2C6987001940832354304%29
2022-10-14 16:38:39,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6986725369068335105
2022-10-13 19:31:18,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6986006801741721601
2022-10-13 17:32:09,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6986349508498440193
2022-10-13 17:28:34,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985714683303325696%29
2022-10-13 17:27:11,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985961405799612416%29
2022-10-13 17:26:00,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985850623455834112%29
2022-10-13 17:22:18,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985739727781916672%29
2022-10-12 09:59:54,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6985886962805030912
2022-10-12 09:26:43,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985715466635759619%29
2022-10-11 23:12:11,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6981969731717087232
2022-10-11 21:46:38,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6985642525671723009
2022-10-11 21:29:59,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985711961271341057%29
2022-10-11 21:27:35,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985646362281324544%29
2022-10-11 21:27:30,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985658080734658560%29
2022-10-11 21:27:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985615150787530752%29
2022-10-11 21:26:06,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985632526245527552%29
2022-10-11 21:25:53,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985681767504482305%29
2022-10-11 21:25:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985607516101447680%29
2022-10-11 21:25:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985622576068730882%29
2022-10-11 14:27:02,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985600250317074432%29
2022-10-11 14:00:57,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985599466502279169%29
2022-10-11 14:00:27,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985599232023883777%29
2022-10-11 13:57:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6985597563055837184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6985597563055837184%2C6985598797196193792%29
2022-10-10 02:17:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6981710684321456128
2022-10-09 18:26:21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6984924592985268224
2022-10-08 16:29:47,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6984519613912899584
2022-10-07 23:41:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983902016888549376
2022-10-07 08:43:30,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983535344843411456
2022-10-06 20:47:07,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6983439931129884672
2022-10-06 11:13:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6983744403081191425
2022-10-06 08:58:37,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983498110144532480
2022-10-06 00:09:24,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6983424471646785536
2022-10-05 22:35:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6983432602342838272
2022-10-05 21:46:59,INTEREST,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983518331555246080
2022-10-05 13:53:36,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6982648931071475712
2022-10-05 10:45:30,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983145572824190976?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6983145572824190976%2C6983294899785732096%29
2022-10-05 10:43:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6983359237284356096
2022-10-05 09:17:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6983351959831343104
2022-09-28 01:22:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6980565672632201216
2022-09-27 03:16:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6980309308601217024
2022-09-26 18:16:13,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6980211015003066368
2022-09-26 10:15:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6979958572713406464?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6979958572713406464%2C6980091898854051840%29
2022-09-26 08:41:17,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6979833521599098880
2022-09-26 00:23:16,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6979953326066970624
2022-09-25 22:37:57,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6979849324281106432
2022-09-23 23:03:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6977952617926660096
2022-09-14 16:18:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975082774256918528?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6975082774256918528%2C6975151292700602368%29
2022-09-14 16:17:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975082774256918528?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6975082774256918528%2C6975289180406841344%29
2022-09-14 09:57:45,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975137758746931200
2022-09-11 17:27:01,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6971321494077358080
2022-09-11 17:26:49,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6974774464089604096
2022-09-11 17:25:52,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6974672020449964032
2022-09-11 09:59:07,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6974444261077323776
2022-09-09 03:25:01,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6973704491950833664
2022-09-08 09:42:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6973396616028258304
2022-09-07 17:22:18,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972635279434113024
2022-09-07 09:41:33,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971428089306214400
2022-09-07 09:39:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972476170218942465?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6972476170218942465%2C6972579876558016512%29
2022-09-04 13:17:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972101007522574336
2022-09-02 08:24:23,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971214602361536512
2022-09-01 21:28:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971192574279585792
2022-09-01 20:50:39,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969995373092241408
2022-09-01 20:49:58,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6971107424782938112
2022-09-01 20:49:31,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971068586526158850
2022-09-01 20:48:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969408316397481984?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6969408316397481984%2C6969489743759720448%29
2022-08-29 11:39:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969945713686269952
2022-08-26 18:46:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6968938620304941056
2022-08-25 20:24:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6968618026006921217
2022-08-24 08:21:06,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967943456434339840
2022-08-17 18:51:38,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6965719428994859008
2022-08-17 12:41:40,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6965611412773568512?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6965611412773568512%2C6965646903308890112%29
2022-08-17 12:24:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6965611412773568512
2022-08-04 14:53:50,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959835420599689217%29
2022-08-04 14:53:32,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959873794182144000%29
2022-08-04 14:53:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6960219016904732673%29
2022-08-04 12:13:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6960896023539904512
2022-08-02 10:36:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959970085100769280
2022-08-01 21:14:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959960614983118848%29
2022-07-31 15:36:08,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959228096537346048%29
2022-07-31 15:35:56,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959216455817015296%29
2022-07-31 15:35:32,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959210290060124160%29
2022-07-31 15:34:58,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959245279795527680%29
2022-07-31 15:34:45,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959235168268091392%29
2022-07-31 15:34:27,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959200523413524480?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6959200523413524480%2C6959271881510141952%29
